Entity,Code,Year,Solar (% equivalent primary energy)
Japan,JPN,2007,0.10577461
Japan,JPN,2008,0.12002179
Japan,JPN,2009,0.15347949
Japan,JPN,2010,0.18705869
Japan,JPN,2011,0.26815343
Japan,JPN,2012,0.3640368
Japan,JPN,2013,0.6382671
Japan,JPN,2014,1.1873883
Japan,JPN,2015,1.7561657
Japan,JPN,2016,2.2182593
Japan,JPN,2017,2.72758
Japan,JPN,2018,3.1218371
Japan,JPN,2019,3.4736297
Japan,JPN,2020,4.142932
Japan,JPN,2021,4.8514614
Japan,JPN,2022,5.386496
Kazakhstan,KAZ,1990,0
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0
Kazakhstan,KAZ,2012,0.000007853646
Kazakhstan,KAZ,2013,0.00029139177
Kazakhstan,KAZ,2014,0.0004341463
Kazakhstan,KAZ,2015,0.01936134
Kazakhstan,KAZ,2016,0.032802828
Kazakhstan,KAZ,2017,0.031745095
Kazakhstan,KAZ,2018,0.046538882
Kazakhstan,KAZ,2019,0.1266865
Kazakhstan,KAZ,2020,0.43251985
Kazakhstan,KAZ,2021,0.5231998
Kazakhstan,KAZ,2022,0.50967705
Latvia,LVA,1990,0
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0
Latvia,LVA,2002,0
Latvia,LVA,2003,0
Latvia,LVA,2004,0
Latvia,LVA,2005,0
Latvia,LVA,2006,0
Latvia,LVA,2007,0
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0.0012444288
Latvia,LVA,2012,0.0011931101
Latvia,LVA,2013,0.001232198
Latvia,LVA,2014,0.0013297002
Latvia,LVA,2015,0.0012901814
Latvia,LVA,2016,0.0022980836
Latvia,LVA,2017,0.0023907938
Latvia,LVA,2018,0.007731068
Latvia,LVA,2019,0.018442418
Latvia,LVA,2020,0.031158395
Latvia,LVA,2021,0.041948322
Latvia,LVA,2022,0.044670377
Lithuania,LTU,1990,0
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0
Lithuania,LTU,2005,0
Lithuania,LTU,2006,0
Lithuania,LTU,2007,0
Lithuania,LTU,2008,0
Lithuania,LTU,2009,0
Lithuania,LTU,2010,0
Lithuania,LTU,2011,0.00040273616
Lithuania,LTU,2012,0.009192985
Lithuania,LTU,2013,0.1925671
Lithuania,LTU,2014,0.3233379
Lithuania,LTU,2015,0.30878937
Lithuania,LTU,2016,0.27325243
Lithuania,LTU,2017,0.2636199
Lithuania,LTU,2018,0.3236214
Lithuania,LTU,2019,0.33886266
Lithuania,LTU,2020,0.48121288
Lithuania,LTU,2021,0.71171147
Lithuania,LTU,2022,0.845102
Lower-middle-income countries,,1965,0
Lower-middle-income countries,,1966,0
Lower-middle-income countries,,1967,0
Lower-middle-income countries,,1968,0
Lower-middle-income countries,,1969,0
Lower-middle-income countries,,1970,0
Lower-middle-income countries,,1971,0
Lower-middle-income countries,,1972,0
Lower-middle-income countries,,1973,0
Lower-middle-income countries,,1974,0
Lower-middle-income countries,,1975,0
Lower-middle-income countries,,1976,0
Lower-middle-income countries,,1977,0
Lower-middle-income countries,,1978,0
Lower-middle-income countries,,1979,0
Lower-middle-income countries,,1980,0
Lower-middle-income countries,,1981,0
Lower-middle-income countries,,1982,0
Lower-middle-income countries,,1983,0
Lower-middle-income countries,,1984,0
Lower-middle-income countries,,1985,0
Lower-middle-income countries,,1986,0
Lower-middle-income countries,,1987,0
Lower-middle-income countries,,1988,0
Lower-middle-income countries,,1989,0
Lower-middle-income countries,,1990,0
Lower-middle-income countries,,1991,0
Lower-middle-income countries,,1992,0
Lower-middle-income countries,,1993,0
Lower-middle-income countries,,1994,0
Lower-middle-income countries,,1995,0.00003301446
Lower-middle-income countries,,1996,0.0001925391
Lower-middle-income countries,,1997,0.0001871129
Lower-middle-income countries,,1998,0.0001822071
Lower-middle-income countries,,1999,0.0001748867
Lower-middle-income countries,,2000,0.00021377191
Lower-middle-income countries,,2001,0.00034732415
Lower-middle-income countries,,2002,0.00040916388
Lower-middle-income countries,,2003,0.00050993764
Lower-middle-income countries,,2004,0.00057435426
Lower-middle-income countries,,2005,0.0006375079
Lower-middle-income countries,,2006,0.00043540582
Lower-middle-income countries,,2007,0.0015224009
Lower-middle-income countries,,2008,0.0016987764
Lower-middle-income countries,,2009,0.0021402785
Lower-middle-income countries,,2010,0.0038688038
Lower-middle-income countries,,2011,0.02028452
Lower-middle-income countries,,2012,0.05031494
Lower-middle-income countries,,2013,0.0680207
Lower-middle-income countries,,2014,0.08977046
Lower-middle-income countries,,2015,0.11559563
Lower-middle-income countries,,2016,0.20606336
Lower-middle-income countries,,2017,0.3509111
Lower-middle-income countries,,2018,0.53649926
Lower-middle-income countries,,2019,0.74787325
Lower-middle-income countries,,2020,1.0737377
Lower-middle-income countries,,2021,1.3357635
Lower-middle-income countries,,2022,1.5833186
Luxembourg,LUX,1990,0
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0
Luxembourg,LUX,1998,0
Luxembourg,LUX,1999,0
Luxembourg,LUX,2000,0.00031791962
Luxembourg,LUX,2001,0.00033897554
Luxembourg,LUX,2002,0.0003951414
Luxembourg,LUX,2003,0.008877312
Luxembourg,LUX,2004,0.051194325
Luxembourg,LUX,2005,0.09642968
Luxembourg,LUX,2006,0.116369724
Luxembourg,LUX,2007,0.1179037
Luxembourg,LUX,2008,0.113117926
Luxembourg,LUX,2009,0.11921233
Luxembourg,LUX,2010,0.117125005
Luxembourg,LUX,2011,0.14546756
Luxembourg,LUX,2012,0.21886677
Luxembourg,LUX,2013,0.43982607
Luxembourg,LUX,2014,0.5797117
Luxembourg,LUX,2015,0.649056
Luxembourg,LUX,2016,0.6323117
Luxembourg,LUX,2017,0.6507774
Luxembourg,LUX,2018,0.6765184
Luxembourg,LUX,2019,0.72680086
Luxembourg,LUX,2020,1.0457729
Luxembourg,LUX,2021,1.0895318
Luxembourg,LUX,2022,1.4450552
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0.0018483641
Malaysia,MYS,2013,0.035361234
Malaysia,MYS,2014,0.056027383
Malaysia,MYS,2015,0.065954015
Malaysia,MYS,2016,0.070762575
Malaysia,MYS,2017,0.07390522
Malaysia,MYS,2018,0.13823998
Malaysia,MYS,2019,0.29832754
Malaysia,MYS,2020,0.4308699
Malaysia,MYS,2021,0.5172967
Malaysia,MYS,2022,0.52801687
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.00022417282
Mexico,MEX,1991,0.00043559397
Mexico,MEX,1992,0.0006409156
Mexico,MEX,1993,0.0008537654
Mexico,MEX,1994,0.0010094565
Mexico,MEX,1995,0.0010272049
Mexico,MEX,1996,0.0012013061
Mexico,MEX,1997,0.0011728667
Mexico,MEX,1998,0.0013149085
Mexico,MEX,1999,0.0012960598
Mexico,MEX,2000,0.0012224187
Mexico,MEX,2001,0.0013992854
Mexico,MEX,2002,0.0013575505
Mexico,MEX,2003,0.0013326649
Mexico,MEX,2004,0.0014071397
Mexico,MEX,2005,0.001276022
Mexico,MEX,2006,0.0013885659
Mexico,MEX,2007,0.0012303164
Mexico,MEX,2008,0.0024792452
Mexico,MEX,2009,0.0035614176
Mexico,MEX,2010,0.0040517943
Mexico,MEX,2011,0.005094851
Mexico,MEX,2012,0.008446702
Mexico,MEX,2013,0.012889745
Mexico,MEX,2014,0.026878042
Mexico,MEX,2015,0.024717093
Mexico,MEX,2016,0.029977819
Mexico,MEX,2017,0.13753839
Mexico,MEX,2018,0.37504292
Mexico,MEX,2019,1.1728681
Mexico,MEX,2020,2.0147817
Mexico,MEX,2021,2.3811269
Mexico,MEX,2022,2.073182
Middle Africa (EI),,1980,0
Middle Africa (EI),,1981,0
Middle Africa (EI),,1982,0
Middle Africa (EI),,1983,0
Middle Africa (EI),,1984,0
Middle Africa (EI),,1985,0
Middle Africa (EI),,1986,0
Middle Africa (EI),,1987,0
Middle Africa (EI),,1988,0
Middle Africa (EI),,1989,0
Middle Africa (EI),,1990,0
Middle Africa (EI),,1991,0
Middle Africa (EI),,1992,0
Middle Africa (EI),,1993,0
Middle Africa (EI),,1994,0
Middle Africa (EI),,1995,0
Middle Africa (EI),,1996,0
Middle Africa (EI),,1997,0
Middle Africa (EI),,1998,0
Middle Africa (EI),,1999,0
Middle Africa (EI),,2000,0
Middle Africa (EI),,2001,0.00014668115
Middle Africa (EI),,2002,0.0011654501
Middle Africa (EI),,2003,0.0015650083
Middle Africa (EI),,2004,0.0018313675
Middle Africa (EI),,2005,0.0028084125
Middle Africa (EI),,2006,0.0032440242
Middle Africa (EI),,2007,0.008571301
Middle Africa (EI),,2008,0.013482721
Middle Africa (EI),,2009,0.016712707
Middle Africa (EI),,2010,0.019733772
Middle Africa (EI),,2011,0.023009673
Middle Africa (EI),,2012,0.025364736
Middle Africa (EI),,2013,0.026207123
Middle Africa (EI),,2014,0.02989461
Middle Africa (EI),,2015,0.034246583
Middle Africa (EI),,2016,0.039996732
Middle Africa (EI),,2017,0.047696576
Middle Africa (EI),,2018,0.07019643
Middle Africa (EI),,2019,0.06846841
Middle Africa (EI),,2020,0.07090729
Middle Africa (EI),,2021,0.067414865
Middle Africa (EI),,2022,0.45993948
Middle East (EI),,1971,0
Middle East (EI),,1972,0
Middle East (EI),,1973,0
Middle East (EI),,1974,0
Middle East (EI),,1975,0
Middle East (EI),,1976,0
Middle East (EI),,1977,0
Middle East (EI),,1978,0
Middle East (EI),,1979,0
Middle East (EI),,1980,0
Middle East (EI),,1981,0
Middle East (EI),,1982,0
Middle East (EI),,1983,0
Middle East (EI),,1984,0
Middle East (EI),,1985,0
Middle East (EI),,1986,0
Middle East (EI),,1987,0
Middle East (EI),,1988,0
Middle East (EI),,1989,0
Middle East (EI),,1990,0
Middle East (EI),,1991,0
Middle East (EI),,1992,0
Middle East (EI),,1993,0
Middle East (EI),,1994,0
Middle East (EI),,1995,0
Middle East (EI),,1996,0
Middle East (EI),,1997,0
Middle East (EI),,1998,0
Middle East (EI),,1999,0
Middle East (EI),,2000,0
Middle East (EI),,2001,0
Middle East (EI),,2002,0
Middle East (EI),,2003,0
Middle East (EI),,2004,0
Middle East (EI),,2005,0
Middle East (EI),,2006,0.0000042632373
Middle East (EI),,2007,0.0000040573673
Middle East (EI),,2008,0.00013133415
Middle East (EI),,2009,0.0012536786
Middle East (EI),,2010,0.0033291497
Middle East (EI),,2011,0.007373212
Middle East (EI),,2012,0.013396662
Middle East (EI),,2013,0.020479148
Middle East (EI),,2014,0.037612595
Middle East (EI),,2015,0.050718863
Middle East (EI),,2016,0.07576974
Middle East (EI),,2017,0.100422874
Middle East (EI),,2018,0.15238644
Middle East (EI),,2019,0.25543815
Middle East (EI),,2020,0.38046587
Middle East (EI),,2021,0.4828019
Middle East (EI),,2022,0.5682335
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,0
Morocco,MAR,2001,0
Morocco,MAR,2002,0.00022663237
Morocco,MAR,2003,0.00022456213
Morocco,MAR,2004,0.00019592696
Morocco,MAR,2005,0.00017927625
Morocco,MAR,2006,0.00017454485
Morocco,MAR,2007,0.0001749815
Morocco,MAR,2008,0.00015757685
Morocco,MAR,2009,0.00016047111
Morocco,MAR,2010,0.00014380709
Morocco,MAR,2011,0.00013609584
Morocco,MAR,2012,0.00013324474
Morocco,MAR,2013,0.00012865492
Morocco,MAR,2014,0.00012608976
Morocco,MAR,2015,0.0069501163
Morocco,MAR,2016,0.48128706
Morocco,MAR,2017,0.4727247
Morocco,MAR,2018,1.0395805
Morocco,MAR,2019,1.5800006
Morocco,MAR,2020,1.6606202
Morocco,MAR,2021,1.7751284
Morocco,MAR,2022,1.4699326
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0
Netherlands,NLD,1987,0
Netherlands,NLD,1988,0
Netherlands,NLD,1989,0
Netherlands,NLD,1990,0
Netherlands,NLD,1991,0
Netherlands,NLD,1992,0.0003148701
Netherlands,NLD,1993,0.00031226035
Netherlands,NLD,1994,0.0000031564603
Netherlands,NLD,1995,0.00030329393
Netherlands,NLD,1996,0.00058144826
Netherlands,NLD,1997,0.0005920778
Netherlands,NLD,1998,0.0010288338
Netherlands,NLD,1999,0.0015680918
Netherlands,NLD,2000,0.002264397
Netherlands,NLD,2001,0.0036695744
Netherlands,NLD,2002,0.004754688
Netherlands,NLD,2003,0.008465648
Netherlands,NLD,2004,0.008771394
Netherlands,NLD,2005,0.008804364
Netherlands,NLD,2006,0.009198406
Netherlands,NLD,2007,0.009117635
Netherlands,NLD,2008,0.0099855075
Netherlands,NLD,2009,0.011500065
Netherlands,NLD,2010,0.0140939895
Netherlands,NLD,2011,0.024824362
Netherlands,NLD,2012,0.06350049
Netherlands,NLD,2013,0.13228552
Netherlands,NLD,2014,0.20918357
Netherlands,NLD,2015,0.28867576
Netherlands,NLD,2016,0.41088644
Netherlands,NLD,2017,0.55797327
Netherlands,NLD,2018,0.9562204
Netherlands,NLD,2019,1.3931745
Netherlands,NLD,2020,2.2761517
Netherlands,NLD,2021,2.9627457
Netherlands,NLD,2022,4.6851406
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,0
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0
New Zealand,NZL,1993,0
New Zealand,NZL,1994,0
New Zealand,NZL,1995,0
New Zealand,NZL,1996,0
New Zealand,NZL,1997,0
New Zealand,NZL,1998,0
New Zealand,NZL,1999,0
New Zealand,NZL,2000,0
New Zealand,NZL,2001,0
New Zealand,NZL,2002,0
New Zealand,NZL,2003,0
New Zealand,NZL,2004,0
New Zealand,NZL,2005,0
New Zealand,NZL,2006,0
New Zealand,NZL,2007,0.0041969563
New Zealand,NZL,2008,0.004220151
New Zealand,NZL,2009,0.0043682954
New Zealand,NZL,2010,0.004519443
New Zealand,NZL,2011,0.0048220786
New Zealand,NZL,2012,0.0055600284
New Zealand,NZL,2013,0.0076047196
New Zealand,NZL,2014,0.020302948
New Zealand,NZL,2015,0.039216414
New Zealand,NZL,2016,0.05950965
New Zealand,NZL,2017,0.07890196
New Zealand,NZL,2018,0.10302495
New Zealand,NZL,2019,0.1276529
New Zealand,NZL,2020,0.17614892
New Zealand,NZL,2021,0.23054643
New Zealand,NZL,2022,0.31150606
Non-OECD (EI),,1965,0
Non-OECD (EI),,1966,0
Non-OECD (EI),,1967,0
Non-OECD (EI),,1968,0
Non-OECD (EI),,1969,0
Non-OECD (EI),,1970,0
Non-OECD (EI),,1971,0
Non-OECD (EI),,1972,0
Non-OECD (EI),,1973,0
Non-OECD (EI),,1974,0
Non-OECD (EI),,1975,0
Non-OECD (EI),,1976,0
Non-OECD (EI),,1977,0
Non-OECD (EI),,1978,0
Non-OECD (EI),,1979,0
Non-OECD (EI),,1980,0
Non-OECD (EI),,1981,0
Non-OECD (EI),,1982,0
Non-OECD (EI),,1983,0
Non-OECD (EI),,1984,0
Non-OECD (EI),,1985,0
Non-OECD (EI),,1986,0
Non-OECD (EI),,1987,0
Non-OECD (EI),,1988,0
Non-OECD (EI),,1989,0
Non-OECD (EI),,1990,0.00001537606
Non-OECD (EI),,1991,0.000015291565
Non-OECD (EI),,1992,0.000022558643
Non-OECD (EI),,1993,0.00002919762
Non-OECD (EI),,1994,0.00003632277
Non-OECD (EI),,1995,0.000057237896
Non-OECD (EI),,1996,0.00010516893
Non-OECD (EI),,1997,0.000118097094
Non-OECD (EI),,1998,0.00013757279
Non-OECD (EI),,1999,0.00015550046
Non-OECD (EI),,2000,0.00029107783
Non-OECD (EI),,2001,0.00040320592
Non-OECD (EI),,2002,0.00052269804
Non-OECD (EI),,2003,0.00063084567
Non-OECD (EI),,2004,0.0006946924
Non-OECD (EI),,2005,0.0007671501
Non-OECD (EI),,2006,0.00095029525
Non-OECD (EI),,2007,0.0012960058
Non-OECD (EI),,2008,0.0016174515
Non-OECD (EI),,2009,0.002419035
Non-OECD (EI),,2010,0.004919848
Non-OECD (EI),,2011,0.016261386
Non-OECD (EI),,2012,0.030899772
Non-OECD (EI),,2013,0.058328886
Non-OECD (EI),,2014,0.12002825
Non-OECD (EI),,2015,0.18807992
Non-OECD (EI),,2016,0.29854342
Non-OECD (EI),,2017,0.48675033
Non-OECD (EI),,2018,0.7001311
Non-OECD (EI),,2019,0.8937662
Non-OECD (EI),,2020,1.1092699
Non-OECD (EI),,2021,1.3282007
Non-OECD (EI),,2022,1.6869109
North America,,1971,0
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.0000380982
North America,,1984,0.00006397741
North America,,1985,0.0001292119
North America,,1986,0.00016923464
North America,,1987,0.0001225278
North America,,1988,0.00010179037
North America,,1989,0.0027392234
North America,,1990,0.0040158285
North America,,1991,0.0051850346
North America,,1992,0.0044003516
North America,,1993,0.005013986
North America,,1994,0.0051839054
North America,,1995,0.0052254293
North America,,1996,0.005348096
North America,,1997,0.0052295416
North America,,1998,0.0051607005
North America,,1999,0.0050366423
North America,,2000,0.004941951
North America,,2001,0.0055777277
North America,,2002,0.005723213
North America,,2003,0.0057473313
North America,,2004,0.006291907
North America,,2005,0.0067116404
North America,,2006,0.0073880083
North America,,2007,0.00955548
North America,,2008,0.0144363325
North America,,2009,0.019760786
North America,,2010,0.028613312
North America,,2011,0.04619304
North America,,2012,0.087758295
North America,,2013,0.14953041
North America,,2014,0.26269773
North America,,2015,0.35441208
North America,,2016,0.49465653
North America,,2017,0.6776305
North America,,2018,0.8007316
North America,,2019,0.96906906
North America,,2020,1.2982669
North America,,2021,1.550346
North America,,2022,1.811927
North America (EI),,1971,0
North America (EI),,1972,0
North America (EI),,1973,0
North America (EI),,1974,0
North America (EI),,1975,0
North America (EI),,1976,0
North America (EI),,1977,0
North America (EI),,1978,0
North America (EI),,1979,0
North America (EI),,1980,0
North America (EI),,1981,0
North America (EI),,1982,0
North America (EI),,1983,0.00003876583
North America (EI),,1984,0.00006508839
North America (EI),,1985,0.0001313302
North America (EI),,1986,0.0001720684
North America (EI),,1987,0.00012456236
North America (EI),,1988,0.000103447725
North America (EI),,1989,0.002784079
North America (EI),,1990,0.0040817657
North America (EI),,1991,0.0052684555
North America (EI),,1992,0.0044675353
North America (EI),,1993,0.0050900555
North America (EI),,1994,0.0052643847
North America (EI),,1995,0.0053063086
North America (EI),,1996,0.0054327017
North America (EI),,1997,0.005315445
North America (EI),,1998,0.0052476437
North America (EI),,1999,0.0051189074
North America (EI),,2000,0.005025662
North America (EI),,2001,0.005674227
North America (EI),,2002,0.005820259
North America (EI),,2003,0.005844
North America (EI),,2004,0.006394628
North America (EI),,2005,0.006780737
North America (EI),,2006,0.0074849543
North America (EI),,2007,0.009671883
North America (EI),,2008,0.014619155
North America (EI),,2009,0.019965343
North America (EI),,2010,0.028774349
North America (EI),,2011,0.046367012
North America (EI),,2012,0.08778484
North America (EI),,2013,0.15042864
North America (EI),,2014,0.2652438
North America (EI),,2015,0.35803786
North America (EI),,2016,0.5001782
North America (EI),,2017,0.6854485
North America (EI),,2018,0.80967396
North America (EI),,2019,0.9786304
North America (EI),,2020,1.3112696
North America (EI),,2021,1.565072
North America (EI),,2022,1.8289509
North Macedonia,MKD,1997,0
North Macedonia,MKD,1998,0
North Macedonia,MKD,1999,0
North Macedonia,MKD,2000,0
North Macedonia,MKD,2001,0
North Macedonia,MKD,2002,0
North Macedonia,MKD,2003,0
North Macedonia,MKD,2004,0
North Macedonia,MKD,2005,0
North Macedonia,MKD,2006,0
North Macedonia,MKD,2007,0
North Macedonia,MKD,2008,0
North Macedonia,MKD,2009,0
North Macedonia,MKD,2010,0.00021133327
North Macedonia,MKD,2011,0.009499334
North Macedonia,MKD,2012,0.024586927
North Macedonia,MKD,2013,0.081617475
North Macedonia,MKD,2014,0.13932818
North Macedonia,MKD,2015,0.20642671
North Macedonia,MKD,2016,0.20740652
North Macedonia,MKD,2017,0.2147625
North Macedonia,MKD,2018,0.20506439
North Macedonia,MKD,2019,0.19714373
North Macedonia,MKD,2020,0.22835189
North Macedonia,MKD,2021,0.23397183
North Macedonia,MKD,2022,0.29738817
Norway,NOR,1977,0
Norway,NOR,1978,0
Norway,NOR,1979,0
Norway,NOR,1980,0
Norway,NOR,1981,0
Norway,NOR,1982,0
Norway,NOR,1983,0
Norway,NOR,1984,0
Norway,NOR,1985,0
Norway,NOR,1986,0
Norway,NOR,1987,0
Norway,NOR,1988,0
Norway,NOR,1989,0
Norway,NOR,1990,0
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,0
Norway,NOR,2000,0.0026996967
Norway,NOR,2001,0.0029657888
Norway,NOR,2002,0.0028319266
Norway,NOR,2003,0.003730242
Norway,NOR,2004,0.003639273
Norway,NOR,2005,0.003165947
Norway,NOR,2006,0.0039338334
Norway,NOR,2007,0.0036417842
Norway,NOR,2008,0.003683541
Norway,NOR,2009,0.0041254167
Norway,NOR,2010,0.0044930265
Norway,NOR,2011,0.0046205255
Norway,NOR,2012,0.0043418407
Norway,NOR,2013,0.0050688516
Norway,NOR,2014,0.0057901847
Norway,NOR,2015,0.006585008
Norway,NOR,2016,0.011457232
Norway,NOR,2017,0.019028619
Norway,NOR,2018,0.02927674
Norway,NOR,2019,0.05369761
Norway,NOR,2020,0.06378879
Norway,NOR,2021,0.08024758
Norway,NOR,2022,0.13518897
OECD (EI),,1965,0
OECD (EI),,1966,0
OECD (EI),,1967,0
OECD (EI),,1968,0
OECD (EI),,1969,0
OECD (EI),,1970,0
OECD (EI),,1971,0
OECD (EI),,1972,0
OECD (EI),,1973,0
OECD (EI),,1974,0
OECD (EI),,1975,0
OECD (EI),,1976,0
OECD (EI),,1977,0
OECD (EI),,1978,0
OECD (EI),,1979,0
OECD (EI),,1980,0
OECD (EI),,1981,0
OECD (EI),,1982,0
OECD (EI),,1983,0.00001899137
OECD (EI),,1984,0.00003820297
OECD (EI),,1985,0.000069438676
OECD (EI),,1986,0.00008861515
OECD (EI),,1987,0.00006017311
OECD (EI),,1988,0.00005597306
OECD (EI),,1989,0.001413129
OECD (EI),,1990,0.0020683696
OECD (EI),,1991,0.0026731228
OECD (EI),,1992,0.002439705
OECD (EI),,1993,0.00286711
OECD (EI),,1994,0.0030192947
OECD (EI),,1995,0.003133462
OECD (EI),,1996,0.0032885969
OECD (EI),,1997,0.0034842743
OECD (EI),,1998,0.0037529662
OECD (EI),,1999,0.004121062
OECD (EI),,2000,0.0046484536
OECD (EI),,2001,0.0062300307
